1,2,3,4,5,unique-pepts,Seq-cover,name-prot,name-gene
NaN,NaN,NaN,NaN,NaN,3,8.9,Golgi-associated PDZ and coiled-coil motif-containing protein,GOPC
NaN,NaN,NaN,NaN,NaN,3,13.7,Tumor necrosis factor receptor superfamily member 10D,TNFRSF10D
NaN,NaN,NaN,NaN,NaN,4,16.3,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA
NaN,NaN,NaN,NaN,NaN,1,7.9,Calcium and integrin-binding protein 1,CIB1
18.9277,NaN,NaN,19.7661,NaN,3,4.1,Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide,MAN2B1
NaN,NaN,NaN,NaN,NaN,5,21,Serpin B9,SERPINB9
NaN,NaN,NaN,NaN,NaN,5,6.1,Rab GTPase-activating protein 1,RABGAP1
NaN,NaN,NaN,NaN,NaN,1,6.3,DnaJ homolog subfamily B member 9,DNAJB9
NaN,NaN,NaN,NaN,NaN,3,2.1,Transcription elongation factor SPT6,SUPT6H
NaN,NaN,NaN,NaN,NaN,5,11.8,E3 ubiquitin-protein ligase LRSAM1,LRSAM1
NaN,NaN,NaN,NaN,NaN,1,13.2,Golgi apparatus membrane protein TVP23 homolog B;Golgi apparatus membrane protein TVP23 homolog C,TVP23B;TVP23C
NaN,NaN,NaN,NaN,NaN,3,28.6,COMM domain-containing protein 4,COMMD4
NaN,NaN,NaN,NaN,NaN,2,9.8,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG
NaN,NaN,NaN,NaN,NaN,2,14,Chromatin complexes subunit BAP18,BAP18
NaN,NaN,NaN,NaN,NaN,1,8.3,Intraflagellar transport protein 25 homolog,HSPB11
NaN,NaN,NaN,NaN,NaN,2,22.4,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112
NaN,NaN,NaN,NaN,NaN,2,11,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D
NaN,NaN,NaN,NaN,NaN,1,3.6,Leucine carboxyl methyltransferase 1,LCMT1
NaN,NaN,NaN,NaN,NaN,2,2.5,Zinc finger RNA-binding protein,ZFR
NaN,NaN,NaN,NaN,NaN,5,16.7,"Glutathione reductase, mitochondrial",GSR
NaN,NaN,20.3616,NaN,17.8632,2,11.5,NKG2D ligand 3,ULBP3
NaN,NaN,19.33,19.0992,NaN,4,11.3,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO
19.899,19.5443,NaN,NaN,NaN,2,8.2,Complement C1q tumor necrosis factor-related protein 1,C1QTNF1
NaN,NaN,NaN,NaN,NaN,3,11.4,Iron/zinc purple acid phosphatase-like protein,PAPL
NaN,NaN,NaN,NaN,NaN,2,5.5,Vang-like protein 1,VANGL1
NaN,NaN,NaN,NaN,NaN,2,5.4,Proton-coupled folate transporter,SLC46A1
NaN,NaN,NaN,NaN,NaN,3,5.1,Ubiquitin carboxyl-terminal hydrolase 28,USP28
NaN,NaN,NaN,NaN,NaN,2,5.2,Proteinase-activated receptor 4,F2RL3
NaN,NaN,NaN,NaN,NaN,2,4.4,Nucleolar and coiled-body phosphoprotein 1,NOLC1
NaN,NaN,NaN,NaN,NaN,2,13.7,Mediator of RNA polymerase II transcription subunit 20,MED20
NaN,NaN,NaN,NaN,NaN,3,10.3,Cullin-4A,CUL4A
NaN,NaN,NaN,NaN,NaN,1,3.7,Inosine-5-monophosphate dehydrogenase 1,IMPDH1
NaN,NaN,NaN,NaN,NaN,2,7.4,Interleukin-10 receptor subunit beta,IL10RB
NaN,NaN,NaN,NaN,NaN,3,9.9,F-box only protein 22,FBXO22
NaN,NaN,NaN,NaN,NaN,2,7.4,Mannose-1-phosphate guanyltransferase alpha,GMPPA
NaN,NaN,NaN,NaN,NaN,2,6.1,Conserved oligomeric Golgi complex subunit 2,COG2
NaN,NaN,NaN,NaN,NaN,1,6.6,Golgin subfamily A member 7B,GOLGA7B
NaN,NaN,NaN,NaN,NaN,2,2.4,CAP-Gly domain-containing linker protein 1,CLIP1
NaN,NaN,20.3706,18.6834,NaN,3,7.1,Thymidine phosphorylase,TYMP
NaN,NaN,NaN,NaN,NaN,2,12,Zymogen granule protein 16 homolog B,ZG16B
NaN,16.6972,20.6285,17.2132,NaN,3,9.6,GDP-fucose protein O-fucosyltransferase 2,POFUT2
NaN,NaN,NaN,18.5212,20.3071,3,15.2,Ubiquitin thioesterase OTU1,YOD1
NaN,NaN,20.0338,18.882,17.9055,3,18.6,"Oligoribonuclease, mitochondrial",REXO2
NaN,NaN,NaN,NaN,NaN,1,5.3,Glutathione peroxidase 3,GPX3
NaN,NaN,NaN,NaN,NaN,1,8.6,Transmembrane protein 138,TMEM138
NaN,NaN,NaN,NaN,NaN,1,14.7,Dynein light chain Tctex-type 3,DYNLT3
NaN,NaN,NaN,NaN,NaN,5,6.5,WD repeat-containing protein 3,WDR3
NaN,NaN,NaN,NaN,NaN,4,5.5,Cysteine-rich motor neuron 1 protein;Processed cysteine-rich motor neuron 1 protein,CRIM1
NaN,NaN,NaN,NaN,NaN,2,4,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",ACAP2
NaN,NaN,NaN,18.7329,20.7788,4,15.4,Prohibitin-2,PHB2
NaN,NaN,NaN,NaN,NaN,2,12,Platelet-derived growth factor subunit B,PDGFB
NaN,NaN,NaN,NaN,NaN,2,6.2,Notchless protein homolog 1,NLE1
NaN,NaN,NaN,NaN,NaN,4,26.6,Nucleoside diphosphate kinase 3,NME3
NaN,NaN,NaN,20.7375,19.0623,2,8.5,RRP15-like protein,RRP15
NaN,16.6229,20.6057,NaN,NaN,2,8.5,Peptidyl-prolyl cis-trans isomerase C,PPIC
NaN,NaN,NaN,NaN,NaN,2,1.8,Pre-mRNA-splicing factor CWC22 homolog,CWC22
NaN,NaN,NaN,NaN,NaN,3,6.8,"Aconitate hydratase, mitochondrial",ACO2
NaN,NaN,NaN,NaN,NaN,3,12.7,Maspardin,SPG21
NaN,NaN,NaN,NaN,NaN,3,3.9,FK506-binding protein 15,FKBP15
NaN,NaN,NaN,NaN,NaN,3,15.8,Coiled-coil domain-containing protein 86,CCDC86
NaN,NaN,NaN,NaN,NaN,1,6.9,Carbonic anhydrase-related protein,CA8
NaN,NaN,NaN,NaN,NaN,1,1.4,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA
NaN,NaN,NaN,NaN,NaN,1,2.5,Zinc phosphodiesterase ELAC protein 2,ELAC2
NaN,NaN,20.1533,NaN,19.0733,3,4.1,Protein Niban,FAM129A
NaN,NaN,NaN,NaN,NaN,3,16.9,Voltage-gated potassium channel subunit beta-2,KCNAB2
NaN,NaN,NaN,NaN,NaN,1,2.5,UV excision repair protein RAD23 homolog A,RAD23A
NaN,NaN,NaN,NaN,NaN,3,8.1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA
NaN,NaN,NaN,NaN,NaN,2,3,Semaphorin-4C,SEMA4C
NaN,NaN,NaN,NaN,NaN,2,7.9,Cleavage stimulation factor subunit 1,CSTF1
NaN,NaN,20.675,18.4452,NaN,4,6.2,Disco-interacting protein 2 homolog A,DIP2A
NaN,NaN,NaN,NaN,NaN,2,17.6,UPF0235 protein C15orf40,C15orf40
NaN,NaN,NaN,NaN,NaN,1,4.4,Protein sprouty homolog 1,SPRY1
NaN,NaN,NaN,NaN,NaN,2,21.9,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,DYNLRB1;DYNLRB2
NaN,NaN,NaN,NaN,NaN,1,6.8,MHC class I polypeptide-related sequence B,MICB
NaN,NaN,NaN,NaN,NaN,3,9.9,Nicotinate phosphoribosyltransferase,NAPRT
NaN,NaN,NaN,NaN,NaN,2,5.6,Amphoterin-induced protein 2,AMIGO2
NaN,NaN,NaN,NaN,NaN,3,9.5,"Beta-1,4-galactosyltransferase 7;Xylosylprotein 4-beta-galactosyltransferase",B4GALT7
NaN,NaN,NaN,NaN,NaN,3,9.2,TNF receptor-associated factor 2,TRAF2
NaN,NaN,NaN,NaN,NaN,3,16.1,Protein sprouty homolog 4,SPRY4
NaN,NaN,NaN,NaN,NaN,2,2.9,Neurabin-2,PPP1R9B
NaN,NaN,NaN,NaN,NaN,3,12.1,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP
NaN,NaN,NaN,NaN,NaN,2,11.6,DNA-directed RNA polymerase II subunit RPB3,POLR2C
NaN,NaN,NaN,NaN,NaN,4,3.8,DNA-directed RNA polymerase III subunit RPC1,POLR3A
NaN,NaN,NaN,NaN,NaN,2,5.8,Feline leukemia virus subgroup C receptor-related protein 1,FLVCR1
NaN,NaN,NaN,NaN,NaN,2,4.4,Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,PLBD2
19.7501,19.0722,NaN,NaN,NaN,3,4.2,Platelet-derived growth factor receptor beta,PDGFRB
NaN,NaN,NaN,NaN,NaN,3,4.4,Epidermal growth factor receptor substrate 15-like 1,EPS15L1
NaN,NaN,NaN,NaN,NaN,2,2.3,Gamma-tubulin complex component 2,TUBGCP2
NaN,NaN,NaN,NaN,NaN,2,4.2,Cyclic GMP-AMP synthase,MB21D1
NaN,NaN,20.4332,17.9815,NaN,3,9.6,Protein kinase C iota type,PRKCI
NaN,NaN,NaN,NaN,NaN,1,2.8,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1
NaN,NaN,NaN,NaN,NaN,1,29,ATP-dependent RNA helicase DDX39A,DDX39A
NaN,NaN,NaN,NaN,NaN,2,6.8,Protein phosphatase 1F,PPM1F
NaN,NaN,19.844,NaN,18.3878,3,24.3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,NUCKS1
NaN,NaN,NaN,NaN,NaN,2,11.9,5-AMP-activated protein kinase subunit beta-1,PRKAB1
NaN,NaN,NaN,NaN,NaN,2,7.1,Melanoma-associated antigen D2,MAGED2
NaN,NaN,NaN,NaN,NaN,2,8.1,Betaine--homocysteine S-methyltransferase 1,BHMT
NaN,NaN,NaN,NaN,NaN,2,6.1,Guanine nucleotide-binding protein-like 1,GNL1
NaN,NaN,NaN,NaN,NaN,2,13.3,Extracellular superoxide dismutase [Cu-Zn],SOD3
NaN,NaN,NaN,NaN,NaN,3,7.2,Rap1 GTPase-GDP dissociation stimulator 1,RAP1GDS1
NaN,NaN,NaN,NaN,NaN,2,4.3,Protein KHNYN,KHNYN
NaN,NaN,19.7181,18.8119,NaN,4,3.7,Clustered mitochondria protein homolog,CLUH
NaN,NaN,NaN,NaN,NaN,2,4.8,N-sulphoglucosamine sulphohydrolase,SGSH
NaN,NaN,NaN,NaN,NaN,2,4.6,Vacuolar protein sorting-associated protein 53 homolog,VPS53
NaN,NaN,NaN,NaN,NaN,2,8.8,Glycoprotein integral membrane protein 1,GINM1
NaN,NaN,NaN,NaN,NaN,4,11.2,U3 small nucleolar RNA-associated protein 18 homolog,UTP18
NaN,NaN,NaN,NaN,NaN,2,9,"Tumor necrosis factor receptor superfamily member 1A;Tumor necrosis factor receptor superfamily member 1A, membrane form;Tumor necrosis factor-binding protein 1",TNFRSF1A
NaN,NaN,NaN,NaN,NaN,1,7.4,Hematological and neurological expressed 1-like protein,HN1L
NaN,NaN,NaN,NaN,NaN,3,7.8,Lysosomal acid phosphatase,ACP2
NaN,NaN,NaN,NaN,NaN,2,10.9,SPARC,SPARC
NaN,NaN,NaN,NaN,NaN,1,1.2,SAFB-like transcription modulator,SLTM
NaN,NaN,NaN,NaN,NaN,3,4.8,PAX3- and PAX7-binding protein 1,PAXBP1
NaN,NaN,19.7237,17.7006,NaN,3,5.8,NHL repeat-containing protein 2,NHLRC2
NaN,NaN,NaN,NaN,NaN,3,6.6,Exocyst complex component 8,EXOC8
NaN,NaN,NaN,NaN,NaN,1,3.5,Arginyl-tRNA--protein transferase 1,ATE1
NaN,NaN,NaN,NaN,NaN,5,8.5,Extended synaptotagmin-2,ESYT2
NaN,NaN,20.5693,17.6861,NaN,4,6.9,Centromere/kinetochore protein zw10 homolog,ZW10
NaN,NaN,NaN,NaN,NaN,2,5.5,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A
NaN,NaN,NaN,NaN,NaN,1,8.5,Interferon alpha-5,IFNA5
NaN,NaN,NaN,NaN,NaN,3,8.1,SHC-transforming protein 1,SHC1
NaN,NaN,NaN,NaN,NaN,2,13,Transmembrane protein 127,TMEM127
NaN,NaN,NaN,NaN,NaN,3,10.4,Beta-1-syntrophin,SNTB1
NaN,NaN,20.5879,18.165,NaN,4,14.4,Deleted in autism protein 1,C3orf58
NaN,NaN,NaN,NaN,NaN,2,5.8,FERM domain-containing protein 8;Putative FERM domain-containing protein FRMD8P1,FRMD8;FRMD8P1
NaN,NaN,19.5626,19.5627,NaN,3,5,DNA topoisomerase 2-beta,TOP2B
NaN,NaN,NaN,NaN,NaN,1,11.5,DnaJ homolog subfamily C member 8,DNAJC8
NaN,NaN,NaN,NaN,NaN,4,4.3,"FERM, RhoGEF and pleckstrin domain-containing protein 2",FARP2
NaN,NaN,NaN,NaN,NaN,2,5.3,Guanine deaminase,GDA
NaN,NaN,NaN,NaN,NaN,2,5.2,"Alpha-(1,6)-fucosyltransferase",FUT8
NaN,NaN,NaN,NaN,NaN,2,37.5,Ras-related protein Rab-6B,RAB6B
NaN,NaN,20.3498,18.6386,NaN,2,20.9,Trafficking protein particle complex subunit 6B,TRAPPC6B
NaN,NaN,NaN,NaN,NaN,5,6.8,Low-density lipoprotein receptor-related protein 6,LRP6
NaN,NaN,NaN,NaN,NaN,2,2.5,Epithelial discoidin domain-containing receptor 1,DDR1
NaN,NaN,20.5823,18.9672,NaN,5,5.6,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1
NaN,NaN,19.9993,19.2762,NaN,2,9.4,Ribonuclease P protein subunit p40,RPP40
NaN,NaN,NaN,NaN,NaN,2,18.1,Myeloid leukemia factor 2,MLF2
NaN,NaN,NaN,NaN,NaN,3,5.8,Metal transporter CNNM4,CNNM4
NaN,NaN,NaN,NaN,NaN,2,5.1,Activin receptor type-1,ACVR1
NaN,NaN,NaN,NaN,NaN,2,15.8,AP-1 complex subunit sigma-1A,AP1S1
NaN,NaN,NaN,NaN,NaN,1,4.3,Neural proliferation differentiation and control protein 1,NPDC1
NaN,NaN,NaN,NaN,NaN,1,1.9,Sorting nexin-18,SNX18
NaN,NaN,NaN,NaN,NaN,2,5.9,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L
NaN,NaN,NaN,NaN,NaN,2,3.4,Vacuolar protein sorting-associated protein 33A,VPS33A
NaN,NaN,NaN,NaN,NaN,1,1.2,Kinesin-like protein KIF11,KIF11
NaN,NaN,NaN,NaN,NaN,3,11.9,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SMARCB1
NaN,NaN,NaN,NaN,NaN,1,9.5,,
NaN,NaN,NaN,NaN,NaN,2,9.5,DCN1-like protein 3,DCUN1D3
NaN,NaN,NaN,NaN,NaN,3,23.5,Somatomedin-B and thrombospondin type-1 domain-containing protein,SBSPON
NaN,NaN,NaN,NaN,NaN,1,2.9,"Discoidin, CUB and LCCL domain-containing protein 1",DCBLD1
NaN,NaN,NaN,NaN,NaN,2,6.3,Matrix metalloproteinase-19,MMP19
NaN,NaN,NaN,NaN,NaN,1,0.4,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK
NaN,NaN,NaN,NaN,NaN,3,7.8,Rab proteins geranylgeranyltransferase component A 1,CHM
NaN,NaN,NaN,NaN,NaN,3,7.5,Semaphorin-3F,SEMA3F
NaN,NaN,NaN,NaN,NaN,1,5.7,Lysosomal-associated transmembrane protein 5,LAPTM5
NaN,NaN,NaN,NaN,NaN,3,5.9,Leucine-rich repeat-containing protein 15,LRRC15
NaN,NaN,NaN,NaN,NaN,2,8.3,Hepatoma-derived growth factor-related protein 2,HDGFRP2
NaN,NaN,19.3736,19.4754,NaN,2,9.3,V-type proton ATPase subunit D,ATP6V1D
NaN,NaN,NaN,NaN,NaN,3,20.5,Serine/threonine-protein phosphatase 4 catalytic subunit,PPP4C
NaN,NaN,NaN,NaN,NaN,1,4.6,Golgi to ER traffic protein 4 homolog,GET4
NaN,NaN,NaN,NaN,NaN,4,8.3,Receptor-type tyrosine-protein phosphatase epsilon,PTPRE
NaN,NaN,NaN,NaN,NaN,3,3.6,Pre-mRNA-processing factor 6,PRPF6
NaN,NaN,NaN,NaN,NaN,2,25.4,Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C2,AKR1C1;AKR1C2
NaN,NaN,NaN,NaN,NaN,2,3.3,Exosome component 10,EXOSC10
NaN,NaN,NaN,NaN,NaN,4,4.7,Transmembrane protein 132A,TMEM132A
NaN,NaN,NaN,NaN,NaN,1,5.4,3-mercaptopyruvate sulfurtransferase,MPST
NaN,NaN,NaN,NaN,NaN,2,10.4,Down syndrome critical region protein 3,DSCR3
NaN,NaN,NaN,NaN,NaN,1,5.2,Synaptogyrin-1,SYNGR1
NaN,NaN,NaN,NaN,NaN,1,1.4,Pescadillo homolog,PES1
NaN,NaN,NaN,NaN,NaN,2,1.6,Intersectin-2,ITSN2
NaN,NaN,NaN,NaN,NaN,1,4.1,Cyclin-K,CCNK
NaN,NaN,NaN,NaN,NaN,2,2.8,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2;Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",ASAP2;ASAP1
NaN,NaN,NaN,NaN,NaN,2,3.4,Steryl-sulfatase,STS
NaN,NaN,NaN,NaN,NaN,3,9,Protein phosphatase 1B,PPM1B
NaN,NaN,NaN,NaN,NaN,3,3.5,WD repeat-containing protein 44,WDR44
NaN,NaN,NaN,NaN,NaN,2,8,Pregnancy-specific beta-1-glycoprotein 9;Pregnancy-specific beta-1-glycoprotein 8;Pregnancy-specific beta-1-glycoprotein 1;Pregnancy-specific beta-1-glycoprotein 6,PSG9;PSG8;PSG1;PSG6
NaN,NaN,NaN,NaN,NaN,2,4.3,Pinin,PNN
NaN,NaN,NaN,NaN,NaN,3,1.5,Nuclear pore complex protein Nup205,NUP205
NaN,NaN,NaN,NaN,NaN,1,34.7,Tetranectin,CLEC3B
NaN,NaN,NaN,NaN,NaN,2,19.1,Neutrophil defensin 3;HP 3-56;Neutrophil defensin 2;Neutrophil defensin 1;HP 1-56;Neutrophil defensin 2,DEFA3;DEFA1
NaN,NaN,NaN,NaN,NaN,2,0.6,Transforming acidic coiled-coil-containing protein 2,TACC2
NaN,NaN,NaN,NaN,NaN,2,16.6,NudC domain-containing protein 2,NUDCD2
NaN,NaN,NaN,NaN,NaN,1,1.3,Rhophilin-2,RHPN2
NaN,NaN,NaN,NaN,NaN,4,23.8,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH
NaN,NaN,NaN,NaN,NaN,2,18.9,60S ribosome subunit biogenesis protein NIP7 homolog,NIP7
NaN,NaN,NaN,NaN,NaN,3,1.6,Death-inducer obliterator 1,DIDO1
NaN,NaN,NaN,NaN,NaN,2,13.8,Protein RER1,RER1
NaN,NaN,NaN,NaN,NaN,1,2.4,Monocarboxylate transporter 8,SLC16A2
19.1606,NaN,NaN,18.5008,NaN,3,5.6,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1
NaN,NaN,NaN,NaN,NaN,2,8.3,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2
NaN,NaN,NaN,NaN,NaN,4,14.9,U3 small nucleolar RNA-interacting protein 2,RRP9
NaN,NaN,NaN,NaN,NaN,2,5.6,Putative oxidoreductase GLYR1,GLYR1
NaN,NaN,NaN,NaN,NaN,2,4.5,KRR1 small subunit processome component homolog,KRR1
NaN,NaN,NaN,NaN,NaN,3,1.8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1
NaN,NaN,NaN,NaN,NaN,2,4.7,Kinesin-like protein KIF3A,KIF3A
NaN,NaN,NaN,NaN,NaN,2,4,Aspartyl/asparaginyl beta-hydroxylase,ASPH
NaN,NaN,NaN,NaN,NaN,2,8.8,Solute carrier family 35 member E1,SLC35E1
NaN,NaN,NaN,NaN,NaN,3,3.6,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta;N-acetylglucosamine-1-phosphotransferase subunit alpha;N-acetylglucosamine-1-phosphotransferase subunit beta,GNPTAB
NaN,NaN,NaN,NaN,NaN,2,2.8,Cleavage and polyadenylation specificity factor subunit 3,CPSF3
NaN,NaN,19.8672,19.0056,NaN,3,2.5,Transmembrane protein 2,TMEM2
NaN,NaN,NaN,NaN,NaN,3,26.8,Cancer-related nucleoside-triphosphatase,NTPCR
NaN,NaN,NaN,NaN,NaN,2,3.4,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1
NaN,NaN,NaN,NaN,NaN,1,2.5,Suppressor of SWI4 1 homolog,PPAN
NaN,NaN,NaN,NaN,NaN,1,3.1,Cysteine protease ATG4B,ATG4B
NaN,NaN,NaN,NaN,NaN,1,5.5,Developmentally-regulated GTP-binding protein 2,DRG2
NaN,NaN,NaN,NaN,NaN,2,18.5,Catechol O-methyltransferase,COMT
NaN,NaN,NaN,NaN,NaN,2,3.6,Protocadherin-1,PCDH1
NaN,NaN,19.4215,NaN,17.6819,3,17.2,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,NMNAT1
NaN,NaN,NaN,NaN,NaN,3,5.1,Fermitin family homolog 3,FERMT3
NaN,NaN,NaN,NaN,NaN,4,4.7,Plakophilin-4,PKP4
NaN,NaN,NaN,NaN,NaN,2,9.8,Kinetochore protein Spc25,SPC25
NaN,NaN,NaN,NaN,NaN,3,7.1,DCC-interacting protein 13-beta,APPL2
NaN,NaN,NaN,NaN,NaN,1,2.1,Torsin-4A,TOR4A
NaN,NaN,NaN,NaN,NaN,2,6.1,Cytokine receptor-like factor 3,CRLF3
NaN,NaN,NaN,NaN,NaN,3,15.6,Proline synthase co-transcribed bacterial homolog protein,PROSC
NaN,NaN,NaN,NaN,NaN,2,50.6,Myosin regulatory light polypeptide 9,MYL9
NaN,NaN,NaN,NaN,NaN,2,3.5,Band 4.1-like protein 1,EPB41L1
NaN,NaN,NaN,NaN,NaN,1,34.5,Hemoglobin subunit alpha,HBA1
NaN,NaN,NaN,NaN,NaN,2,4.3,Thrombomodulin,THBD
NaN,NaN,NaN,NaN,NaN,1,4.9,Keratinocyte-associated transmembrane protein 2,KCT2
NaN,NaN,NaN,NaN,NaN,2,8,Immunoglobulin-binding protein 1,IGBP1
NaN,NaN,NaN,NaN,NaN,2,12.4,COMM domain-containing protein 10,COMMD10
NaN,NaN,NaN,NaN,NaN,1,7.2,Nuclear factor 1 X-type,NFIX
NaN,NaN,NaN,NaN,NaN,3,3.3,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",INPPL1
NaN,NaN,NaN,NaN,NaN,2,6.9,Serine/threonine-protein kinase STK11,STK11
NaN,NaN,NaN,NaN,NaN,2,7.8,Hereditary hemochromatosis protein,HFE
NaN,NaN,NaN,NaN,NaN,3,7.2,Formin-like protein 3,FMNL3
NaN,NaN,NaN,NaN,NaN,1,10.6,Epididymal secretory protein E1,NPC2
NaN,NaN,NaN,NaN,NaN,1,6.5,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1
NaN,NaN,NaN,NaN,NaN,3,7.5,Protein phosphatase 1G,PPM1G
NaN,NaN,NaN,NaN,NaN,2,1,Vacuolar protein sorting-associated protein 13C,VPS13C
NaN,NaN,NaN,NaN,NaN,2,3.6,Cyclin-dependent kinase 11B;Cyclin-dependent kinase 11A,CDK11B;CDK11A
NaN,NaN,NaN,NaN,NaN,1,3.3,"Phosphate carrier protein, mitochondrial",SLC25A3
19.8362,19.8434,NaN,NaN,NaN,2,6.8,Ectonucleotide pyrophosphatase/phosphodiesterase family member 6,ENPP6
NaN,NaN,19.3442,18.2223,NaN,3,6.8,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1
NaN,NaN,NaN,NaN,NaN,1,3.9,Hsp70-binding protein 1,HSPBP1
NaN,NaN,NaN,NaN,NaN,3,21.5,Integrin beta-1-binding protein 1,ITGB1BP1
NaN,NaN,NaN,NaN,NaN,1,7.3,"Isochorismatase domain-containing protein 2, mitochondrial",ISOC2
NaN,NaN,NaN,NaN,NaN,3,4.9,Actin filament-associated protein 1,AFAP1
NaN,NaN,NaN,NaN,NaN,3,19.1,AP-1 complex subunit beta-1,AP1B1
NaN,NaN,NaN,NaN,NaN,2,6.6,Probable palmitoyltransferase ZDHHC20,ZDHHC20
NaN,NaN,NaN,NaN,NaN,2,7.8,CCR4-NOT transcription complex subunit 2,CNOT2
NaN,NaN,NaN,NaN,NaN,2,8.5,NKG2D ligand 2;Retinoic acid early transcript 1G protein;Retinoic acid early transcript 1L protein,ULBP2;RAET1G;RAET1L
NaN,NaN,NaN,NaN,NaN,2,6.8,Plexin-A3,PLXNA3
NaN,NaN,NaN,NaN,NaN,4,6.4,Structural maintenance of chromosomes protein 4,SMC4
NaN,NaN,19.6348,17.4104,NaN,3,5,Importin-11,IPO11
NaN,NaN,NaN,NaN,NaN,1,1.1,Paired amphipathic helix protein Sin3a,SIN3A
NaN,NaN,NaN,17.644,20.4637,2,9.2,"GrpE protein homolog 1, mitochondrial",GRPEL1
NaN,NaN,NaN,NaN,NaN,3,7.3,Ephrin type-A receptor 4,EPHA4
NaN,NaN,NaN,NaN,NaN,2,9.4,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,PPP2R5E
NaN,NaN,NaN,NaN,NaN,2,13.5,dCTP pyrophosphatase 1,DCTPP1
NaN,NaN,NaN,NaN,NaN,2,0.9,Golgin subfamily B member 1,GOLGB1
NaN,NaN,NaN,NaN,NaN,2,2.6,Putative sodium-coupled neutral amino acid transporter 10,SLC38A10
NaN,NaN,NaN,NaN,NaN,1,6.4,MRG/MORF4L-binding protein,MRGBP
NaN,NaN,NaN,NaN,NaN,3,21.5,U8 snoRNA-decapping enzyme,NUDT16
NaN,NaN,NaN,NaN,NaN,3,2.3,Kinetochore-associated protein 1,KNTC1
NaN,NaN,NaN,NaN,NaN,2,6,F-box-like/WD repeat-containing protein TBL1XR1;F-box-like/WD repeat-containing protein TBL1X,TBL1XR1;TBL1X
NaN,NaN,NaN,NaN,NaN,1,10.7,Mediator of RNA polymerase II transcription subunit 19,MED19
NaN,NaN,NaN,NaN,NaN,1,2.8,D-glucuronyl C5-epimerase,GLCE
NaN,NaN,NaN,NaN,NaN,2,3.2,Protein Hook homolog 3,HOOK3
NaN,NaN,NaN,NaN,NaN,2,2.3,Enhancer of mRNA-decapping protein 4,EDC4
NaN,NaN,NaN,NaN,NaN,3,10.5,Heterogeneous nuclear ribonucleoprotein L-like,HNRNPLL
NaN,NaN,NaN,NaN,NaN,3,3.1,Protein diaphanous homolog 2,DIAPH2
NaN,NaN,NaN,NaN,NaN,4,5,Mediator of RNA polymerase II transcription subunit 23,MED23
NaN,NaN,NaN,NaN,NaN,2,9.7,Retinol dehydrogenase 13,RDH13
NaN,NaN,NaN,NaN,NaN,1,4.3,Squalene synthase,FDFT1
NaN,NaN,NaN,NaN,NaN,2,6.6,RING finger and SPRY domain-containing protein 1,RSPRY1
NaN,NaN,NaN,NaN,NaN,2,6.8,DNA-directed RNA polymerase III subunit RPC4,POLR3D
NaN,NaN,NaN,NaN,NaN,2,10.6,Meteorin,METRN
